metric,label,anova_F,anova_p,anova_eta2,anova_sig,mean_gregory,sem_gregory,mean_rebecca,sem_rebecca,mean_chatgpt,sem_chatgpt,mean_gpt-4,sem_gpt-4,dz_Gregory_vs_Rebecca,padj_Gregory_vs_Rebecca,sig_Gregory_vs_Rebecca,dz_Gregory_vs_ChatGPT,padj_Gregory_vs_ChatGPT,sig_Gregory_vs_ChatGPT,dz_Gregory_vs_GPT-4,padj_Gregory_vs_GPT-4,sig_Gregory_vs_GPT-4,dz_Rebecca_vs_ChatGPT,padj_Rebecca_vs_ChatGPT,sig_Rebecca_vs_ChatGPT,dz_Rebecca_vs_GPT-4,padj_Rebecca_vs_GPT-4,sig_Rebecca_vs_GPT-4,dz_ChatGPT_vs_GPT-4,padj_ChatGPT_vs_GPT-4,sig_ChatGPT_vs_GPT-4
fung_referential_rate,Fung: Referential DMs,7.916863860551261,6.247401760028914e-05,0.11242695838994504,***,0.08030582013750122,0.0006044613635455332,0.08317885220333944,0.000528590875924705,0.08130105043722774,0.0006445866671642936,0.07917218723968945,0.0005788323359808626,-0.49681253501981243,0.0028892110918408635,**,-0.1463762192478521,0.3057333274322858,,0.18561803592844617,0.23455236841406438,,0.34594964659834215,0.03614382229518413,*,0.7602302701159093,1.2651709965403094e-05,***,0.31886622942159476,0.04298069502496253,*
fung_structural_rate,Fung: Structural DMs,10.326001439729733,3.2906000310140016e-06,0.14803044165556759,***,0.07593296479465789,0.0006561447915336928,0.07907239082478253,0.0006053955226213916,0.07594076806144877,0.0007066811999101603,0.07355635271731198,0.0007121933463001757,-0.489343145598521,0.0022555864271627856,**,-0.0010411068314246717,0.9941561276272767,,0.3419583012710824,0.029053517133279385,*,0.49709825894240467,0.0022555864271627856,**,0.7767192763208607,8.417323154471113e-06,***,0.30365528076766113,0.04410525838002444,*
fung_cognitive_rate,Fung: Cognitive DMs,18.099050353530572,4.750296822564337e-10,0.23249842086986683,***,0.016086446446248685,0.0005384307506041058,0.018047794512499254,0.0006497129284645331,0.01235665685955275,0.0003880362875016816,0.014450667039722238,0.0005646583835243238,-0.3210751244941229,0.033143683161408775,*,0.7491182567271119,8.316793786708576e-06,***,0.28035167857098164,0.0530581488924216,,1.0925095724081209,3.023073735936191e-09,***,0.5592378089472259,0.000493406133783932,***,-0.38799244073242617,0.012702199155109966,*
fung_total_rate,Fung: Discourse Markers (Total),26.157588207596167,1.2867484855405564e-13,0.29964906486083365,***,0.11896277085329146,0.0011770816399973392,0.1247440578872003,0.0011616126386772866,0.11129839855597186,0.0011429620491036326,0.11277966322042547,0.0011843425083433614,-0.5079010895456774,0.0009122806633008757,***,0.6061927689487447,0.00016952769671677874,***,0.5149244235140288,0.0009122806633008757,***,1.3315851657746327,8.571509709713687e-12,***,0.929896424397349,9.055405572955008e-08,***,-0.11310082257238581,0.42771950712462337,
nonfluency_rate,Nonfluency Rate (LIWC),1.2877851234750648,0.2808340783500789,0.021170065166411584,,0.0012323877022909137,9.176016161850245e-05,0.0013653554089116196,9.378036907544487e-05,0.001370358999775198,8.953906046149601e-05,0.0011637200124586932,6.489680356263181e-05,-0.13854969548780632,0.5523445177442178,,-0.12843567238679077,0.5523445177442178,,0.08246693722684467,0.6749767307480965,,-0.005347936013083212,0.9699883397033998,,0.2544789214024001,0.23432594888953168,,0.2726311700943088,0.23432594888953168,
liwc_filler_rate,Filler Rate (LIWC),17.473582784707713,9.33966015637111e-10,0.21001610501100193,***,0.003178081655120896,0.00019367885250386936,0.0031561279152328907,0.00018429748556932725,0.0016582743515662112,0.00014331903977461848,0.002510274712709142,0.00016085222354981954,0.011918810520027702,0.9331782256504774,,0.9116317251883628,2.5051751606892353e-07,***,0.37611518037458425,0.012652255525944862,*,0.8895297152022601,2.5051751606892353e-07,***,0.4000226076186728,0.010133471326590229,*,-0.5081891850349691,0.0015111040438673066,**
disfluency_rate,Disfluency Rate (Total),14.135716811093433,3.81761229295563e-08,0.1744100009680746,***,0.004410469357411811,0.00020385836502075078,0.0045214833241445105,0.00020058740148130082,0.003028633351341409,0.00016237410180609932,0.003673994725167836,0.0001805051889996753,-0.055086493223854636,0.6985791344734306,,0.8066167146929621,4.004891457079224e-06,***,0.4181801155152078,0.007153660256555183,**,0.7686061864682406,5.144129583726594e-06,***,0.4575219641589085,0.0043606779604220295,**,-0.35464859445319386,0.018615300891280422,*
like_rate,Discourse 'Like' Rate,19.34876086787999,1.2522138881365663e-10,0.24501072690041453,***,0.010297884218987599,0.0004329219127346622,0.01230617247543567,0.0005102213388264735,0.007507616052068931,0.00032901721449713584,0.009331773295772314,0.0004448620870486536,-0.4158796521865725,0.005983874362112713,**,0.6753117401612373,4.9946243820361286e-05,***,0.2076477915921225,0.14841562380591344,,1.084082442069906,3.732860851397372e-09,***,0.5886530308293858,0.000253668109314478,***,-0.44565385387460316,0.004157714420388864,**
tom_rate,ToM Phrases Rate,6.878620084035378,0.00022868686001209504,0.1005461290529247,***,0.002813758855473184,0.00016181553940888973,0.002789703874573178,0.00017786886174544608,0.0018941570597189145,0.00013518020820563176,0.002675169480166691,0.00016866689997398386,0.014277080750234665,0.9199987717136701,,0.6173150391510256,0.00039299937828180084,***,0.07980581173255383,0.7898414988937977,,0.5703030103874516,0.0005771782486091574,***,0.06294790225346317,0.7898414988937977,,-0.46676780434860826,0.003608870743860707,**
politeness_rate,Politeness Rate,7.455346110214991,0.00011099614870457852,0.11494282419637258,***,0.006073122710731899,0.00018672943893343415,0.005449390695733585,0.00019056827233110136,0.006683699563176182,0.00025675126596302905,0.006777238999122026,0.0002043646388349168,0.30807320680155326,0.051324050183249155,,-0.2341586496619435,0.12499623511853768,,-0.35698272435742545,0.029768821188178553,*,-0.5419901249627669,0.0010859878512635562,**,-0.6530500225027797,0.00016978704811009088,***,-0.03689928089360684,0.7952497548176057,
sentiment,Sentiment (VADER),2.905787203508592,0.03677869620814522,0.04586420731224325,*,0.9566697199999998,0.003991190646762962,0.9579192400000001,0.003975809567110394,0.9658196800000001,0.0025433319289403294,0.9686642000000001,0.0024197130092940633,-0.03173087215839002,0.8234014981007421,,-0.26016642623522823,0.14376200329334504,,-0.35301756483402114,0.0654399833118179,,-0.21019810304303302,0.2153994266811786,,-0.33505018913149187,0.0654399833118179,,-0.10320223490170669,0.5628208580856983,
quality,Conv. Quality (1–4),13.92589807369689,4.8491804904848834e-08,0.17752484191508472,***,2.9120000000000004,0.02332380757938121,2.906,0.019040236664624156,2.8960000000000004,0.019991835068041034,3.066,0.02349294292648196,0.029786484932589324,0.8340554857132988,,0.0727948317504121,0.8340554857132988,,-0.6531294496252974,5.6489228081637894e-05,***,0.04692810662077943,0.8340554857132988,,-0.7483314773547886,8.479226223320199e-06,***,-0.7872340299701909,6.485696379801498e-06,***
connectedness,Connectedness (1–4),15.327671620664967,9.943793788380617e-09,0.1921739130434756,***,3.0839999999999996,0.014944796377853743,3.0379999999999994,0.014254251066590201,3.002,0.012613565745510931,2.9560000000000004,0.013142857142857147,0.30643050739024963,0.04216949162534406,*,0.6611253742021276,7.007816388675652e-05,***,0.8699439138662919,8.201437122014541e-07,***,0.23862951600974966,0.09788980169826134,,0.6212033901300862,0.00011966121873333082,***,0.36834294410241386,0.01821600835459939,*
