experiment,subject,condition,social_type,um_rate,uh_rate,er_rate,ah_rate,well_rate,so_rate,you_know_rate,i_mean_rate,like_rate,basically_rate,actually_rate,right_rate,okay_rate,filled_pauses_rate,discourse_connectives_rate,interactional_phrases_rate,quotative_hedge_rate,pragmatic_stance_rate,filler_composite_rate
Exp1_Human,sub-021,hum,social,0.0,0.001680672268907563,0.0,0.0,0.0,0.006850502438737733,0.0,0.001680672268907563,0.01700024700311644,0.0,0.002197802197802198,0.0,0.09610389610389611,0.001680672268907563,0.006850502438737733,0.001680672268907563,0.01700024700311644,0.0983016983016983,0.1255137922813676
Exp1_Human,sub-022,bot,nonsocial,0.0,0.0,0.0,0.0,0.0006402048655569782,0.008153025038713707,0.0,0.0,0.023480667908317064,0.0,0.0014323911382734913,0.0,0.0,0.0,0.008793229904270684,0.0,0.023480667908317064,0.0014323911382734913,0.03370628895086124
Exp1_Human,sub-022,bot,social,0.0,0.0,0.0,0.0,0.002208673169028876,0.0026517734411360414,0.0007012622720897616,0.0,0.02867624390627684,0.0,0.004095359235275979,0.0012068234449916827,0.0,0.0,0.004860446610164918,0.0007012622720897616,0.02867624390627684,0.0053021826802676615,0.03954013546879918
Exp1_Human,sub-022,hum,nonsocial,0.0,0.0,0.0,0.0,0.0030332056194125163,0.007455735410173524,0.0,0.0,0.020143003655809226,0.0,0.0008680555555555555,0.0004385964912280702,0.00032808398950131233,0.0,0.010488941029586038,0.0,0.020143003655809226,0.001634736036284938,0.0322666807216802
Exp1_Human,sub-022,hum,social,0.0,0.0,0.0,0.0,0.000999217203112769,0.007475557704049948,0.0,0.0,0.023651660133240576,0.0,0.0011695906432748538,0.001836685535348669,0.0,0.0,0.008474774907162717,0.0,0.023651660133240576,0.003006276178623523,0.035132711219026815
Exp1_Human,sub-023,bot,nonsocial,0.0,0.0,0.0,0.0,0.00291682002208318,0.010144076953440037,0.0,0.0,0.023902071593000822,0.0,0.0006756756756756757,0.0,0.0,0.0,0.013060896975523217,0.0,0.023902071593000822,0.0006756756756756757,0.037638644244199715
Exp1_Human,sub-023,bot,social,0.0,0.0,0.0,0.0,0.001417745658938071,0.008659169195718637,0.0,0.0,0.013769738418994672,0.0,0.0008169934640522876,0.0,0.0,0.0,0.010076914854656708,0.0,0.013769738418994672,0.0008169934640522876,0.02466364673770367
Exp1_Human,sub-023,hum,nonsocial,0.0,0.0,0.0,0.0,0.0009930486593843098,0.006772215995235055,0.0,0.0,0.02152233042920689,0.0,0.0,0.0,0.0,0.0,0.007765264654619364,0.0,0.02152233042920689,0.0,0.029287595083826255
Exp1_Human,sub-023,hum,social,0.0,0.0,0.0,0.0,0.0011811550558790069,0.00892949089353616,0.0,0.0,0.04394614930520139,0.0,0.0013679890560875513,0.0,0.0,0.0,0.01011064594941517,0.0,0.04394614930520139,0.0013679890560875513,0.055424784310704106
Exp2_LLM,s001,bot,nonsocial,0.0,0.0,0.0,0.0,0.0024850141874623983,0.003393482177188575,0.0,0.0,0.0036064358254678398,0.0,0.0,0.0,0.0,0.0,0.005878496364650974,0.0,0.0036064358254678398,0.0,0.009484932190118813
Exp2_LLM,s001,bot,social,0.0,0.0,0.0,0.0,0.004617247299451543,0.0,0.0,0.0,0.0021049809881711185,0.0,0.0,0.0,0.0,0.0,0.004617247299451543,0.0,0.0021049809881711185,0.0,0.006722228287622661
Exp2_LLM,s001,hum,nonsocial,0.0,0.0,0.0,0.0,0.002239541554684742,0.005522087203108709,0.0007588652482269503,0.0,0.00852873792436778,0.0,0.0,0.0,0.0,0.0,0.007761628757793451,0.0007588652482269503,0.00852873792436778,0.0,0.01704923193038818
Exp2_LLM,s001,hum,social,0.0,0.0,0.0,0.0,0.005981683251642692,0.001813305562850521,0.00043478260869565214,0.0,0.0042725606628045655,0.0,0.00029850746268656717,0.0011128048780487806,0.0,0.0,0.007794988814493213,0.00043478260869565214,0.0042725606628045655,0.0014113123407353478,0.013913644426728777
Exp2_LLM,s002,bot,nonsocial,0.0,0.0,0.0,0.0,0.002226204912479422,0.0011504496362743785,0.0004761904761904762,0.0,0.002177609286706382,0.0,0.0,0.0,0.0,0.0,0.003376654548753801,0.0004761904761904762,0.002177609286706382,0.0,0.0060304543116506595
Exp2_LLM,s002,bot,social,0.0,0.0,0.0,0.0,0.0014920935166836808,0.0007428940568475452,0.0,0.0,0.0037205761601616,0.0,0.0,0.0,0.0,0.0,0.002234987573531226,0.0,0.0037205761601616,0.0,0.005955563733692826
Exp2_LLM,s002,hum,nonsocial,0.0,0.0,0.0,0.0,0.002996596173860982,0.003781111137984934,0.0007573632538569425,0.0,0.00723430055826679,0.0,0.0006060606060606061,0.00020833333333333332,0.0,0.0,0.006777707311845916,0.0007573632538569425,0.00723430055826679,0.0008143939393939393,0.015583765063363588
Exp2_LLM,s002,hum,social,0.0,0.0,0.0,0.0,0.001275271920433211,0.0018618565899891828,0.0,0.0,0.004228948937639268,0.0,0.0,0.001232846228024627,0.00025316455696202533,0.0,0.0031371285104223935,0.0,0.004228948937639268,0.0014860107849866524,0.008852088233048314
Exp2_LLM,s003,bot,nonsocial,0.0,0.0,0.0,0.0,0.002933786104019348,0.002313438838029002,0.0,0.0,0.002246161935749231,0.0,0.0,0.0,0.0,0.0,0.00524722494204835,0.0,0.002246161935749231,0.0,0.007493386877797581
Exp2_LLM,s003,bot,social,0.0,0.0,0.0,0.0,0.001750954038789353,0.00044694132334581775,0.0,0.0,0.0016662723060238587,0.0,0.0,0.0,0.0,0.0,0.002197895362135171,0.0,0.0016662723060238587,0.0,0.00386416766815903
Exp2_LLM,s003,hum,nonsocial,0.0,0.0,0.0,0.0,0.002298850707838454,0.005926068923030681,0.0,0.0,0.005671348863928149,0.0,0.0,0.000873015873015873,0.0,0.0,0.008224919630869134,0.0,0.005671348863928149,0.000873015873015873,0.014769284367813157
